date,service,day_of_week,is_weekend,is_holiday,vacation_flag,season,epidemic_flag,canicule_flag,plan_blanc_flag,admissions_urgent,admissions_programmed,discharges,beds_occupied,beds_available,staff_medecin,staff_chirurgien,staff_infirmier,staff_aide_soignant,staff_sage_femme,staff_psychologue,staff_admin,staff_astreinte,staff_global,medicaments_central,medicaments_service,epi_central,epi_service,materiel_chirurgical_central,materiel_chirurgical_service,equipements_biomedicaux_central,equipements_biomedicaux_service,produits_hygiene_central,produits_hygiene_service,produits_pharmaceutiques_central,produits_pharmaceutiques_service,vaccins_central,vaccins_service
2023-03-15,Administration,Mercredi,0,0,0,Printemps,0,0,0,0,0,0,0,0,1,0,1,1,0,0,10,0,13,20906,0,12554,0,7418,0,0,0,4160,0,12149,0,85,0
2023-03-16,Urgences,Jeudi,0,0,0,Printemps,0,0,0,23,1,20,50,0,4,0,9,4,1,2,0,0,20,20239,-667,12011,-543,7418,400,0,0,3727,-433,11577,-572,85,160
2023-03-16,Réanimation,Jeudi,0,0,0,Printemps,0,0,0,10,0,10,30,0,4,0,11,4,0,2,0,3,21,19507,-732,11391,-620,7418,400,0,0,3315,-412,10943,-634,85,100
2023-03-16,Médecine Générale,Jeudi,0,0,0,Printemps,0,0,0,9,5,14,35,45,5,0,5,4,0,1,1,4,16,18815,-692,10975,-416,7318,-100,0,16,2949,-366,10357,-586,0,-85
2023-03-16,Chirurgie,Jeudi,0,0,0,Printemps,0,0,0,3,10,14,39,21,1,4,8,5,0,1,0,1,19,18334,-481,10560,-415,6708,-610,0,20,2636,-313,9929,-428,0,60
2023-03-16,Obstétrique,Jeudi,0,0,0,Printemps,0,0,0,6,3,5,26,14,1,1,6,3,3,0,0,1,14,17916,-418,10099,-461,6557,-151,0,16,2226,-410,9563,-366,0,40
2023-03-16,Administration,Jeudi,0,0,0,Printemps,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,3,12,17916,0,10099,0,6557,0,0,0,2226,0,9563,0,0,0
2023-03-17,Urgences,Vendredi,0,0,0,Printemps,0,0,0,25,0,19,50,0,6,1,9,5,0,2,1,4,24,17246,-670,9554,-545,6557,400,0,0,1791,-435,8988,-575,0,160
2023-03-17,Réanimation,Vendredi,0,0,0,Printemps,0,0,0,7,0,12,25,5,3,0,11,5,0,1,1,4,21,16524,-722,8940,-614,6557,400,0,0,1383,-408,8365,-623,0,100
2023-03-17,Médecine Générale,Vendredi,0,0,0,Printemps,0,0,0,6,5,12,34,46,5,0,6,3,0,0,0,2,14,15841,-683,8527,-413,6457,-100,0,16,1020,-363,7787,-578,0,0
2023-03-17,Chirurgie,Vendredi,0,0,0,Printemps,0,0,0,4,11,12,42,18,3,4,7,4,0,1,1,5,20,15355,-486,8109,-418,5846,-611,0,20,705,-315,7354,-433,0,60
2023-03-17,Obstétrique,Vendredi,0,0,0,Printemps,0,0,0,3,4,9,24,16,1,0,5,2,3,0,0,2,11,14941,-414,7650,-459,5695,-151,0,16,297,-408,6992,-362,0,40
2023-03-17,Administration,Vendredi,0,0,0,Printemps,0,0,0,0,0,0,0,0,0,0,1,1,1,0,10,1,13,14941,0,7650,0,5695,0,0,0,297,0,6992,0,0,0
2023-03-18,Urgences,Samedi,1,0,0,Printemps,0,0,0,27,0,22,50,0,4,0,9,5,0,0,0,2,18,14266,-675,7102,-548,5695,400,0,0,0,-297,6411,-581,0,160
2023-03-18,Réanimation,Samedi,1,0,0,Printemps,0,0,0,7,0,8,24,6,4,0,9,5,1,1,0,1,20,13544,-722,6488,-614,5695,400,0,0,0,0,5788,-623,0,100
2023-03-18,Médecine Générale,Samedi,1,0,0,Printemps,0,0,0,6,3,13,30,50,7,0,6,3,1,2,1,3,20,12867,-677,6078,-410,5595,-100,0,16,0,0,5215,-573,0,0
2023-03-18,Chirurgie,Samedi,1,0,0,Printemps,0,0,0,3,5,14,36,24,3,6,7,3,1,0,0,6,20,12398,-469,5669,-409,4990,-605,0,20,0,0,4798,-417,0,60
2023-03-18,Obstétrique,Samedi,1,0,0,Printemps,0,0,0,7,2,10,23,17,2,0,6,2,5,1,1,7,17,11980,-418,5208,-461,4840,-150,0,16,0,0,4432,-366,0,40
2023-03-18,Administration,Samedi,1,0,0,Printemps,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,1,11,11980,0,5208,0,4840,0,0,0,0,0,4432,0,0,0
2023-03-19,Urgences,Dimanche,1,0,0,Printemps,0,0,0,24,0,21,50,0,5,1,8,3,1,0,0,10,18,11313,-667,4665,-543,4840,400,0,0,0,0,3860,-572,0,160
2023-03-19,Réanimation,Dimanche,1,0,0,Printemps,0,0,0,11,0,7,28,2,4,1,10,4,0,2,1,11,22,10578,-735,4043,-622,4840,400,0,0,0,0,3223,-637,0,100
2023-03-19,Médecine Générale,Dimanche,1,0,0,Printemps,0,0,0,4,5,9,30,50,6,0,6,4,0,0,1,3,17,9901,-677,3633,-410,4740,-100,0,16,0,0,2650,-573,0,0
2023-03-19,Chirurgie,Dimanche,1,0,0,Printemps,0,0,0,0,6,10,32,28,2,6,9,4,0,0,0,1,21,9437,-464,3226,-407,4134,-606,0,20,0,0,2237,-413,0,60
2023-03-19,Obstétrique,Dimanche,1,0,0,Printemps,0,0,0,1,0,4,20,20,1,0,5,2,3,1,0,7,12,9035,-402,2775,-451,3984,-150,0,16,0,0,1886,-351,0,40
2023-03-19,Administration,Dimanche,1,0,0,Printemps,0,0,0,0,0,0,0,0,0,1,0,1,1,1,11,2,15,9035,0,2775,0,3984,0,0,0,0,0,1886,0,0,0
2023-03-20,Urgences,Lundi,0,0,0,Printemps,0,0,0,24,0,19,50,0,6,0,7,3,0,0,0,2,16,29333,-667,19457,-543,10000,400,0,-4,9567,-433,19428,-572,201,160
2023-03-20,Réanimation,Lundi,0,0,0,Printemps,0,0,0,8,0,11,25,5,4,0,10,5,1,0,0,3,20,28608,-725,18841,-616,10000,400,0,0,9158,-409,18801,-627,201,100
2023-03-20,Médecine Générale,Lundi,0,0,0,Printemps,0,0,0,6,6,13,29,51,6,0,5,4,0,0,1,3,16,27922,-686,18427,-414,9900,-100,0,16,8794,-364,18220,-581,100,-101
2023-03-20,Chirurgie,Lundi,0,0,0,Printemps,0,0,0,1,10,10,33,27,1,5,9,3,1,1,0,0,20,27446,-476,18014,-413,9290,-610,0,20,8483,-311,17796,-424,100,60
2023-03-20,Obstétrique,Lundi,0,0,0,Printemps,0,0,0,4,2,5,21,19,3,1,5,2,4,1,0,1,16,27034,-412,17557,-457,9140,-150,0,16,8076,-407,17436,-360,100,40
2023-03-20,Administration,Lundi,0,0,0,Printemps,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11,0,13,27034,0,17557,0,9140,0,0,0,8076,0,17436,0,100,0
2023-03-21,Urgences,Mardi,0,0,0,Printemps,0,0,0,23,0,21,50,0,6,1,7,4,0,1,0,4,19,26370,-664,17016,-541,9140,400,0,0,7644,-432,16867,-569,100,160
2023-03-21,Réanimation,Mardi,0,0,0,Printemps,0,0,0,10,0,8,27,3,5,0,10,3,1,1,0,0,20,25638,-732,16396,-620,9140,400,0,0,7232,-412,16233,-634,100,100
2023-03-21,Médecine Générale,Mardi,0,0,0,Printemps,0,0,0,13,5,10,37,43,5,1,6,4,0,0,1,2,17,24934,-704,15975,-421,9040,-100,0,16,6861,-371,15637,-596,0,-100
2023-03-21,Chirurgie,Mardi,0,0,0,Printemps,0,0,0,1,8,11,31,29,3,6,9,3,0,0,1,0,22,24463,-471,15565,-410,8432,-608,0,20,6552,-309,15218,-419,0,60
2023-03-21,Obstétrique,Mardi,0,0,0,Printemps,0,0,0,1,2,6,18,22,1,1,6,2,3,2,0,4,15,24057,-406,15112,-453,8282,-150,0,16,6149,-403,14863,-355,0,40
2023-03-21,Administration,Mardi,0,0,0,Printemps,0,0,0,0,0,0,0,0,1,1,1,0,1,0,11,4,15,24057,0,15112,0,8282,0,0,0,6149,0,14863,0,0,0
2023-03-22,Urgences,Mercredi,0,0,0,Printemps,0,0,0,28,1,20,50,0,4,0,8,4,0,2,1,2,19,23376,-681,14560,-552,8282,400,0,0,5709,-440,14276,-587,0,160
2023-03-22,Réanimation,Mercredi,0,0,0,Printemps,0,0,0,8,0,8,27,3,5,0,11,5,0,0,1,1,22,22651,-725,13944,-616,8282,400,0,0,5300,-409,13649,-627,0,100
2023-03-22,Médecine Générale,Mercredi,0,0,0,Printemps,0,0,0,10,4,14,37,43,5,0,7,4,0,1,0,4,17,21959,-692,13528,-416,8182,-100,0,16,4934,-366,13063,-586,0,0
2023-03-22,Chirurgie,Mercredi,0,0,0,Printemps,0,0,0,2,9,9,33,27,2,4,9,5,1,1,0,0,22,21483,-476,13115,-413,7573,-609,0,20,4623,-311,12639,-424,0,60
2023-03-22,Obstétrique,Mercredi,0,0,0,Printemps,0,0,0,5,2,5,20,20,3,1,6,2,5,2,1,5,20,21069,-414,12656,-459,7423,-150,0,16,4215,-408,12277,-362,0,40
2023-03-22,Administration,Mercredi,0,0,0,Printemps,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,11,21069,0,12656,0,7423,0,0,0,4215,0,12277,0,0,0
2023-03-23,Urgences,Jeudi,0,0,0,Printemps,0,0,0,23,1,18,50,0,4,0,9,4,1,1,1,0,20,20402,-667,12113,-543,7423,400,0,0,3782,-433,11705,-572,0,160
2023-03-23,Réanimation,Jeudi,0,0,0,Printemps,0,0,0,9,1,9,28,2,3,1,9,3,1,2,0,0,19,19670,-732,11493,-620,7423,400,0,0,3370,-412,11071,-634,0,100
2023-03-23,Médecine Générale,Jeudi,0,0,0,Printemps,0,0,0,2,6,12,33,47,5,0,6,3,1,1,1,0,17,18996,-674,11084,-409,7323,-100,0,16,3011,-359,10501,-570,0,0
2023-03-23,Chirurgie,Jeudi,0,0,0,Printemps,0,0,0,1,8,9,33,27,3,5,8,4,1,1,0,4,22,18525,-471,10674,-410,6715,-608,0,20,2702,-309,10082,-419,0,60
2023-03-23,Obstétrique,Jeudi,0,0,0,Printemps,0,0,0,5,1,6,20,20,3,0,4,3,3,1,0,0,14,18113,-412,10217,-457,6565,-150,0,16,2295,-407,9722,-360,0,40
2023-03-23,Administration,Jeudi,0,0,0,Printemps,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,3,10,18113,0,10217,0,6565,0,0,0,2295,0,9722,0,0,0
2023-03-24,Urgences,Vendredi,0,0,0,Printemps,0,0,0,25,0,21,50,0,4,0,8,5,1,1,0,2,19,17443,-670,9672,-545,6565,400,0,0,1860,-435,9147,-575,0,160
2023-03-24,Réanimation,Vendredi,0,0,0,Printemps,0,0,0,11,0,8,30,0,3,1,11,4,0,0,0,3,19,16708,-735,9050,-622,6565,400,0,0,1447,-413,8510,-637,0,100
2023-03-24,Médecine Générale,Vendredi,0,0,0,Printemps,0,0,0,7,7,10,37,43,5,0,7,4,0,1,0,3,17,16016,-692,8634,-416,6464,-101,0,16,1081,-366,7924,-586,0,0
2023-03-24,Chirurgie,Vendredi,0,0,0,Printemps,0,0,0,1,9,9,34,26,2,4,8,3,0,1,1,0,19,15542,-474,8222,-412,5855,-609,0,20,771,-310,7502,-422,0,60
2023-03-24,Obstétrique,Vendredi,0,0,0,Printemps,0,0,0,0,1,4,17,23,3,1,6,2,3,0,1,0,16,15140,-402,7771,-451,5705,-150,0,16,370,-401,7151,-351,0,40
2023-03-24,Administration,Vendredi,0,0,0,Printemps,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,0,11,15140,0,7771,0,5705,0,0,0,370,0,7151,0,0,0
2023-03-25,Urgences,Samedi,1,0,0,Printemps,0,0,0,22,0,19,50,0,6,0,8,3,1,0,0,6,18,14479,-661,7232,-539,5705,400,0,0,0,-370,6585,-566,0,160
2023-03-25,Réanimation,Samedi,1,0,0,Printemps,0,0,0,8,0,8,30,0,3,0,11,5,0,1,0,1,20,13754,-725,6616,-616,5705,400,0,0,0,0,5958,-627,0,100
2023-03-25,Médecine Générale,Samedi,1,0,0,Printemps,0,0,0,9,0,14,32,48,5,0,6,4,0,2,0,5,17,13077,-677,6206,-410,5605,-100,0,16,0,0,5385,-573,0,0
2023-03-25,Chirurgie,Samedi,1,0,0,Printemps,0,0,0,1,3,9,29,31,1,4,8,4,1,1,1,5,20,12618,-459,5802,-404,5002,-603,0,20,0,0,4977,-408,0,60
2023-03-25,Obstétrique,Samedi,1,0,0,Printemps,0,0,0,3,0,5,15,25,3,0,4,4,3,2,1,2,17,12212,-406,5349,-453,4852,-150,0,16,0,0,4622,-355,0,40
2023-03-25,Administration,Samedi,1,0,0,Printemps,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,4,12,12212,0,5349,0,4852,0,0,0,0,0,4622,0,0,0
2023-03-26,Urgences,Dimanche,1,0,0,Printemps,0,0,0,22,0,19,50,0,5,0,7,5,1,1,0,2,19,11551,-661,4810,-539,4852,400,0,0,0,0,4056,-566,0,160
2023-03-26,Réanimation,Dimanche,1,0,0,Printemps,0,0,0,10,0,12,28,2,5,0,10,3,0,1,0,7,19,10819,-732,4190,-620,4852,400,0,0,0,0,3422,-634,0,100
2023-03-26,Médecine Générale,Dimanche,1,0,0,Printemps,0,0,0,8,2,10,32,48,5,0,5,4,0,2,0,7,16,10139,-680,3778,-412,4752,-100,0,16,0,0,2846,-576,0,0
2023-03-26,Chirurgie,Dimanche,1,0,0,Printemps,0,0,0,2,6,7,30,30,1,5,7,4,1,0,0,2,18,9670,-469,3369,-409,4146,-606,0,20,0,0,2429,-417,0,60
2023-03-26,Obstétrique,Dimanche,1,0,0,Printemps,0,0,0,3,1,5,14,26,1,0,4,4,5,2,0,7,16,9262,-408,2914,-455,3996,-150,0,16,0,0,2072,-357,0,40
2023-03-26,Administration,Dimanche,1,0,0,Printemps,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,2,12,9262,0,2914,0,3996,0,0,0,0,0,2072,0,0,0
2023-03-27,Urgences,Lundi,0,0,0,Printemps,0,0,0,24,0,20,50,0,5,0,7,3,1,1,0,3,17,29333,-667,19457,-543,10000,400,0,-1,9567,-433,19428,-572,230,160
2023-03-27,Réanimation,Lundi,0,0,0,Printemps,0,0,0,7,0,10,25,5,4,1,11,4,0,0,1,2,21,28611,-722,18843,-614,10000,400,0,0,9159,-408,18805,-623,230,100
2023-03-27,Médecine Générale,Lundi,0,0,0,Printemps,0,0,0,7,3,13,29,51,7,0,6,5,0,0,1,0,19,27931,-680,18431,-412,9900,-100,0,16,8797,-362,18229,-576,129,-101
2023-03-27,Chirurgie,Lundi,0,0,0,Printemps,0,0,0,3,10,9,34,26,3,5,8,5,0,1,0,4,22,27450,-481,18016,-415,9290,-610,0,20,8484,-313,17801,-428,129,60
2023-03-27,Obstétrique,Lundi,0,0,0,Printemps,0,0,0,2,2,5,13,27,3,0,4,3,5,2,0,2,17,27042,-408,17561,-455,9140,-150,0,16,8080,-404,17444,-357,129,40
2023-03-27,Administration,Lundi,0,0,0,Printemps,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,1,11,27042,0,17561,0,9140,0,0,0,8080,0,17444,0,129,0
2023-03-28,Urgences,Mardi,0,0,0,Printemps,0,0,0,25,0,18,50,0,6,1,8,4,1,0,1,2,21,26372,-670,17016,-545,9140,400,0,0,7645,-435,16869,-575,129,160
2023-03-28,Réanimation,Mardi,0,0,0,Printemps,0,0,0,10,0,8,27,3,5,0,9,3,1,1,0,3,19,25640,-732,16396,-620,9140,400,0,0,7233,-412,16235,-634,129,100
2023-03-28,Médecine Générale,Mardi,0,0,0,Printemps,0,0,0,8,9,12,34,46,7,1,7,5,0,0,1,1,21,24939,-701,15976,-420,9039,-101,0,16,6863,-370,15641,-594,28,-101
2023-03-28,Chirurgie,Mardi,0,0,0,Printemps,0,0,0,3,8,13,32,28,2,5,7,3,1,0,0,1,18,24463,-476,15563,-413,8431,-608,0,20,6552,-311,15217,-424,28,60
2023-03-28,Obstétrique,Mardi,0,0,0,Printemps,0,0,0,2,3,3,15,25,2,1,6,4,3,1,0,3,17,24053,-410,15107,-456,8280,-151,0,16,6146,-406,14858,-359,28,40
2023-03-28,Administration,Mardi,0,0,0,Printemps,0,0,0,0,0,0,0,0,0,1,1,0,1,0,9,1,12,24053,0,15107,0,8280,0,0,0,6146,0,14858,0,28,0
2023-03-29,Urgences,Mercredi,0,0,0,Printemps,0,0,0,27,0,19,50,0,4,1,7,3,1,0,0,0,16,23378,-675,14559,-548,8280,400,0,0,5709,-437,14277,-581,28,160
2023-03-29,Réanimation,Mercredi,0,0,0,Printemps,0,0,0,8,0,11,24,6,3,1,10,4,0,0,0,3,18,22653,-725,13943,-616,8280,400,0,0,5300,-409,13650,-627,28,100
2023-03-29,Médecine Générale,Mercredi,0,0,0,Printemps,0,0,0,6,6,12,34,46,5,1,5,5,0,1,0,0,17,21967,-686,13529,-414,8180,-100,0,16,4936,-364,13069,-581,0,-28
2023-03-29,Chirurgie,Mercredi,0,0,0,Printemps,0,0,0,2,9,10,33,27,1,5,7,4,0,0,1,4,18,21491,-476,13116,-413,7571,-609,0,20,4625,-311,12645,-424,0,60
2023-03-29,Obstétrique,Mercredi,0,0,0,Printemps,0,0,0,3,2,6,14,26,1,0,4,4,4,1,0,1,14,21081,-410,12660,-456,7421,-150,0,16,4219,-406,12286,-359,0,40
2023-03-29,Administration,Mercredi,0,0,0,Printemps,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,3,12,21081,0,12660,0,7421,0,0,0,4219,0,12286,0,0,0
2023-03-30,Urgences,Jeudi,0,0,0,Printemps,0,0,0,26,0,20,50,0,4,0,7,4,1,2,1,0,19,20409,-672,12114,-546,7421,400,0,0,3783,-436,11708,-578,0,160
2023-03-30,Réanimation,Jeudi,0,0,0,Printemps,0,0,0,11,0,7,28,2,5,0,9,4,0,0,1,2,19,19674,-735,11492,-622,7421,400,0,0,3370,-413,11071,-637,0,100
2023-03-30,Médecine Générale,Jeudi,0,0,0,Printemps,0,0,0,6,5,10,35,45,6,1,6,3,1,2,0,1,19,18991,-683,11079,-413,7321,-100,0,16,3007,-363,10493,-578,0,0
2023-03-30,Chirurgie,Jeudi,0,0,0,Printemps,0,0,0,2,11,12,34,26,3,5,9,4,1,0,0,3,22,18510,-481,10664,-415,6710,-611,0,20,2694,-313,10065,-428,0,60
2023-03-30,Obstétrique,Jeudi,0,0,0,Printemps,0,0,0,0,4,5,13,27,2,0,6,2,4,1,0,1,15,18102,-408,10209,-455,6559,-151,0,16,2290,-404,9708,-357,0,40
2023-03-30,Administration,Jeudi,0,0,0,Printemps,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2,10,18102,0,10209,0,6559,0,0,0,2290,0,9708,0,0,0
2023-03-31,Urgences,Vendredi,0,0,0,Printemps,0,0,0,23,0,20,50,0,6,0,8,4,1,0,0,4,19,17438,-664,9668,-541,6559,400,0,0,1858,-432,9139,-569,0,160
2023-03-31,Réanimation,Vendredi,0,0,0,Printemps,0,0,0,10,0,12,26,4,5,1,9,3,1,0,1,5,20,16706,-732,9048,-620,6559,400,0,0,1446,-412,8505,-634,0,100
2023-03-31,Médecine Générale,Vendredi,0,0,0,Printemps,0,0,0,6,5,14,32,48,7,1,6,5,0,1,1,5,21,16023,-683,8635,-413,6459,-100,0,16,1083,-363,7927,-578,0,0
2023-03-31,Chirurgie,Vendredi,0,0,0,Printemps,0,0,0,4,10,13,35,25,2,5,7,4,1,1,1,1,21,15540,-483,8219,-416,5849,-610,0,20,769,-314,7497,-430,0,60
2023-03-31,Obstétrique,Vendredi,0,0,0,Printemps,0,0,0,4,2,2,17,23,2,0,4,2,5,0,1,2,14,15128,-412,7762,-457,5699,-150,0,16,362,-407,7137,-360,0,40
2023-03-31,Administration,Vendredi,0,0,0,Printemps,0,0,0,0,0,0,0,0,0,1,1,1,1,1,11,0,16,15128,0,7762,0,5699,0,0,0,362,0,7137,0,0,0
2023-04-01,Urgences,Samedi,1,0,0,Printemps,0,0,0,24,0,17,50,0,6,0,8,5,0,2,0,4,21,14461,-667,7219,-543,10000,400,0,0,0,-362,6565,-572,500,160
2023-04-01,Réanimation,Samedi,1,0,0,Printemps,0,0,0,13,0,11,28,2,3,1,10,4,1,2,0,3,21,13720,-741,6593,-626,10000,400,0,0,0,0,5921,-644,500,100
2023-04-01,Médecine Générale,Samedi,1,0,0,Printemps,0,0,0,5,3,12,28,52,7,0,6,4,0,2,0,6,19,13046,-674,6184,-409,9900,-100,0,16,0,0,5351,-570,400,-100
2023-04-01,Chirurgie,Samedi,1,0,0,Printemps,0,0,0,3,7,14,31,29,3,5,7,5,1,1,0,3,22,12572,-474,5772,-412,9293,-607,0,20,0,0,4929,-422,400,60
2023-04-01,Obstétrique,Samedi,1,0,0,Printemps,0,0,0,3,1,3,18,22,3,0,4,3,5,2,0,2,17,12164,-408,5317,-455,9143,-150,0,16,0,0,4572,-357,400,40
2023-04-01,Administration,Samedi,1,0,0,Printemps,0,0,0,0,0,0,0,0,1,0,1,1,0,1,11,6,15,12164,0,5317,0,9143,0,0,0,0,0,4572,0,400,0
2023-04-02,Urgences,Dimanche,1,0,0,Printemps,0,0,0,22,1,19,50,0,5,0,8,5,1,2,1,5,22,11500,-664,4776,-541,9143,400,0,0,0,0,4003,-569,400,160
2023-04-02,Réanimation,Dimanche,1,0,0,Printemps,0,0,0,11,1,9,30,0,5,0,11,4,1,1,1,7,23,10762,-738,4152,-624,9143,400,0,0,0,0,3363,-640,400,100
2023-04-02,Médecine Générale,Dimanche,1,0,0,Printemps,0,0,0,7,2,8,29,51,5,1,6,3,0,1,0,1,16,10085,-677,3742,-410,9043,-100,0,16,0,0,2790,-573,300,-100
2023-04-02,Chirurgie,Dimanche,1,0,0,Printemps,0,0,0,1,7,11,28,32,2,4,8,4,0,0,0,7,18,9616,-469,3333,-409,8436,-607,0,20,0,0,2373,-417,300,60
2023-04-02,Obstétrique,Dimanche,1,0,0,Printemps,0,0,0,5,0,6,17,23,3,1,5,3,4,1,1,9,18,9206,-410,2877,-456,8286,-150,0,16,0,0,2014,-359,300,40
2023-04-02,Administration,Dimanche,1,0,0,Printemps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,10,9206,0,2877,0,8286,0,0,0,0,0,2014,0,300,0
2023-04-03,Urgences,Lundi,0,0,0,Printemps,0,0,0,26,0,18,50,0,4,0,9,4,0,2,0,4,19,29328,-672,19454,-546,10000,400,0,0,9564,-436,19422,-578,403,160
2023-04-03,Réanimation,Lundi,0,0,0,Printemps,0,0,0,12,1,11,30,0,4,0,10,4,0,1,0,0,19,28587,-741,18828,-626,10000,400,0,0,9149,-415,18778,-644,403,100
2023-04-03,Médecine Générale,Lundi,0,0,0,Printemps,0,0,0,9,7,10,35,45,6,0,7,5,1,1,0,0,20,27889,-698,18409,-419,9899,-101,0,16,8780,-369,18187,-591,302,-101
2023-04-03,Chirurgie,Lundi,0,0,0,Printemps,0,0,0,4,8,8,32,28,1,6,8,5,0,0,1,1,21,27411,-478,17995,-414,9291,-608,0,20,8468,-312,17761,-426,302,60
2023-04-03,Obstétrique,Lundi,0,0,0,Printemps,0,0,0,5,2,6,18,22,3,0,5,2,3,1,0,0,14,26997,-414,17536,-459,9141,-150,0,16,8060,-408,17399,-362,302,40
2023-04-03,Administration,Lundi,0,0,0,Printemps,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,0,11,26997,0,17536,0,9141,0,0,0,8060,0,17399,0,302,0
2023-04-04,Urgences,Mardi,0,0,0,Printemps,0,0,0,25,2,20,50,0,6,0,9,3,1,2,1,4,22,26322,-675,16988,-548,9141,400,0,0,7623,-437,16818,-581,302,160
2023-04-04,Réanimation,Mardi,0,0,0,Printemps,0,0,0,10,0,13,27,3,5,0,9,4,1,2,0,4,21,25590,-732,16368,-620,9141,400,0,0,7211,-412,16184,-634,302,100
2023-04-04,Médecine Générale,Mardi,0,0,0,Printemps,0,0,0,9,5,10,39,41,6,1,6,5,0,0,0,2,18,24898,-692,15952,-416,9041,-100,0,16,6845,-366,15598,-586,201,-101
2023-04-04,Chirurgie,Mardi,0,0,0,Printemps,0,0,0,2,10,10,34,26,1,5,8,5,0,1,0,2,20,24420,-478,15538,-414,8431,-610,0,20,6533,-312,15172,-426,201,60
2023-04-04,Obstétrique,Mardi,0,0,0,Printemps,0,0,0,2,4,5,19,21,2,0,6,3,4,2,0,4,17,24008,-412,15081,-457,8280,-151,0,16,6126,-407,14812,-360,201,40
2023-04-04,Administration,Mardi,0,0,0,Printemps,0,0,0,0,0,0,0,0,1,0,1,0,0,1,11,0,14,24008,0,15081,0,8280,0,0,0,6126,0,14812,0,201,0
2023-04-05,Urgences,Mercredi,0,0,0,Printemps,0,0,0,24,1,18,50,0,4,1,8,3,0,2,1,2,19,23338,-670,14536,-545,8280,400,0,0,5691,-435,14237,-575,201,160
2023-04-05,Réanimation,Mercredi,0,0,0,Printemps,0,0,0,9,1,8,29,1,3,0,10,5,1,0,0,4,19,22606,-732,13916,-620,8280,400,0,0,5279,-412,13603,-634,201,100
2023-04-05,Médecine Générale,Mercredi,0,0,0,Printemps,0,0,0,6,4,14,35,45,6,0,6,3,0,0,0,4,15,21926,-680,13504,-412,8180,-100,0,16,4917,-362,13027,-576,100,-101
2023-04-05,Chirurgie,Mercredi,0,0,0,Printemps,0,0,0,2,9,13,32,28,2,6,8,4,0,1,0,0,21,21450,-476,13091,-413,7571,-609,0,20,4606,-311,12603,-424,100,60
2023-04-05,Obstétrique,Mercredi,0,0,0,Printemps,0,0,0,0,2,4,17,23,3,0,6,4,5,0,0,0,18,21046,-404,12639,-452,7421,-150,0,16,4204,-402,12250,-353,100,40
2023-04-05,Administration,Mercredi,0,0,0,Printemps,0,0,0,0,0,0,0,0,1,0,1,1,0,1,11,2,15,21046,0,12639,0,7421,0,0,0,4204,0,12250,0,100,0
2023-04-06,Urgences,Jeudi,0,0,0,Printemps,0,0,0,27,0,20,50,0,4,1,8,3,0,2,0,1,18,20371,-675,12091,-548,7421,400,0,0,3767,-437,11669,-581,100,160
2023-04-06,Réanimation,Jeudi,0,0,0,Printemps,0,0,0,7,0,11,25,5,5,1,10,5,1,1,0,3,23,19649,-722,11477,-614,7421,400,0,0,3359,-408,11046,-623,100,100
2023-04-06,Médecine Générale,Jeudi,0,0,0,Printemps,0,0,0,8,7,11,39,41,5,0,6,3,1,0,0,3,15,18954,-695,11059,-418,7320,-101,0,16,2991,-368,10457,-589,0,-100
2023-04-06,Chirurgie,Jeudi,0,0,0,Printemps,0,0,0,2,10,12,32,28,2,4,9,3,0,1,1,1,20,18476,-478,10645,-414,6710,-610,0,20,2679,-312,10031,-426,0,60
2023-04-06,Obstétrique,Jeudi,0,0,0,Printemps,0,0,0,6,1,5,19,21,2,0,6,3,4,2,1,4,18,18062,-414,10186,-459,6560,-150,0,16,2271,-408,9669,-362,0,40
2023-04-06,Administration,Jeudi,0,0,0,Printemps,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,3,12,18062,0,10186,0,6560,0,0,0,2271,0,9669,0,0,0
2023-04-07,Urgences,Vendredi,0,0,0,Printemps,0,0,0,25,1,22,50,0,4,0,9,5,1,0,0,1,19,17390,-672,9640,-546,6560,400,0,0,1835,-436,9091,-578,0,160
2023-04-07,Réanimation,Vendredi,0,0,0,Printemps,0,0,0,8,0,10,23,7,3,0,11,4,0,1,1,4,20,16665,-725,9024,-616,6560,400,0,0,1426,-409,8464,-627,0,100
2023-04-07,Médecine Générale,Vendredi,0,0,0,Printemps,0,0,0,5,5,14,35,45,6,0,6,5,0,2,0,0,19,15985,-680,8612,-412,6460,-100,0,16,1064,-362,7888,-576,0,0
