Date,Year,Month,DayOfWeek,Total_Beds,Occupied_Beds,Flu_Cases,Emergencies,Staff_Available
2020-08-17,2020,8,Monday,1800,1256,149,380,231
2020-08-18,2020,8,Tuesday,1800,1007,130,432,276
2020-08-19,2020,8,Wednesday,1800,1624,101,259,158
2020-08-20,2020,8,Thursday,1800,1252,53,286,167
2020-08-21,2020,8,Friday,1800,1691,13,384,298
2020-08-22,2020,8,Saturday,1800,1718,35,276,229
2020-08-23,2020,8,Sunday,1800,1302,104,448,148
2020-08-24,2020,8,Monday,1800,1638,81,152,225
2020-08-25,2020,8,Tuesday,1800,1055,66,321,258
2020-08-26,2020,8,Wednesday,1800,1725,9,230,210
2020-08-27,2020,8,Thursday,1800,1525,48,336,267
2020-08-28,2020,8,Friday,1800,1473,110,412,147
2020-08-29,2020,8,Saturday,1800,1027,64,407,150
2020-08-30,2020,8,Sunday,1800,1077,56,357,142
2020-08-31,2020,8,Monday,1800,1215,26,195,197
2020-09-01,2020,9,Tuesday,1800,1385,112,299,282
2020-09-02,2020,9,Wednesday,1800,1364,132,346,276
2020-09-03,2020,9,Thursday,1800,1665,70,171,223
2020-09-04,2020,9,Friday,1800,1525,82,542,179
2020-09-05,2020,9,Saturday,1800,1698,56,339,284
2020-09-06,2020,9,Sunday,1800,1311,119,195,210
2020-09-07,2020,9,Monday,1800,1006,92,305,242
2020-09-08,2020,9,Tuesday,1800,1002,14,131,126
2020-09-09,2020,9,Wednesday,1800,1622,110,198,295
2020-09-10,2020,9,Thursday,1800,1749,100,493,291
2020-09-11,2020,9,Friday,1800,1362,118,590,257
2020-09-12,2020,9,Saturday,1800,1750,75,409,263
2020-09-13,2020,9,Sunday,1800,1507,157,394,294
2020-09-14,2020,9,Monday,1800,1273,19,175,212
2020-09-15,2020,9,Tuesday,1800,1505,164,276,185
2020-09-16,2020,9,Wednesday,1800,1738,130,414,213
2020-09-17,2020,9,Thursday,1800,1014,72,386,223
2020-09-18,2020,9,Friday,1800,1191,121,577,148
2020-09-19,2020,9,Saturday,1800,1630,40,421,175
2020-09-20,2020,9,Sunday,1800,1484,166,522,154
2020-09-21,2020,9,Monday,1800,1027,153,289,155
2020-09-22,2020,9,Tuesday,1800,1713,129,407,295
2020-09-23,2020,9,Wednesday,1800,1038,22,444,194
2020-09-24,2020,9,Thursday,1800,1272,22,226,143
2020-09-25,2020,9,Friday,1800,1230,143,517,258
2020-09-26,2020,9,Saturday,1800,1085,8,467,285
2020-09-27,2020,9,Sunday,1800,1473,12,444,186
2020-09-28,2020,9,Monday,1800,1125,155,349,280
2020-09-29,2020,9,Tuesday,1800,1536,154,183,183
2020-09-30,2020,9,Wednesday,1800,1144,50,482,250
2020-10-01,2020,10,Thursday,1800,1524,3,487,255
2020-10-02,2020,10,Friday,1800,1211,441,215,115
2020-10-03,2020,10,Saturday,1800,1024,408,254,264
2020-10-04,2020,10,Sunday,1800,1579,302,283,248
2020-10-05,2020,10,Monday,1800,1393,293,213,244
2020-10-06,2020,10,Tuesday,1800,1066,142,375,136
2020-10-07,2020,10,Wednesday,1800,1232,190,304,176
2020-10-08,2020,10,Thursday,1800,1108,20,436,246
2020-10-09,2020,10,Friday,1800,1145,226,536,257
2020-10-10,2020,10,Saturday,1800,1110,312,572,144
2020-10-11,2020,10,Sunday,1800,1227,116,490,245
2020-10-12,2020,10,Monday,1800,1110,436,157,161
2020-10-13,2020,10,Tuesday,1800,1469,301,427,263
2020-10-14,2020,10,Wednesday,1800,1033,499,318,199
2020-10-15,2020,10,Thursday,1800,1622,141,208,151
2020-10-16,2020,10,Friday,1800,1775,483,482,118
2020-10-17,2020,10,Saturday,1800,1368,459,362,208
2020-10-18,2020,10,Sunday,1800,1747,400,559,143
2020-10-19,2020,10,Monday,1800,1594,38,363,106
2020-10-20,2020,10,Tuesday,1800,1553,392,414,271
2020-10-21,2020,10,Wednesday,1800,1424,354,210,216
2020-10-22,2020,10,Thursday,1800,1612,251,286,167
2020-10-23,2020,10,Friday,1800,1517,332,499,133
2020-10-24,2020,10,Saturday,1800,1691,206,427,293
2020-10-25,2020,10,Sunday,1800,1281,209,399,168
2020-10-26,2020,10,Monday,1800,1319,114,288,154
2020-10-27,2020,10,Tuesday,1800,1737,224,371,109
2020-10-28,2020,10,Wednesday,1800,1442,133,474,141
2020-10-29,2020,10,Thursday,1800,1314,250,101,140
2020-10-30,2020,10,Friday,1800,1740,218,427,296
2020-10-31,2020,10,Saturday,1800,1376,406,376,221
2020-11-01,2020,11,Sunday,1800,1288,442,491,237
2020-11-02,2020,11,Monday,1800,1436,90,458,109
2020-11-03,2020,11,Tuesday,1800,1661,353,112,201
2020-11-04,2020,11,Wednesday,1800,1276,375,195,287
2020-11-05,2020,11,Thursday,1800,1709,45,320,227
2020-11-06,2020,11,Friday,1800,1581,37,402,278
2020-11-07,2020,11,Saturday,1800,1502,141,322,248
2020-11-08,2020,11,Sunday,1800,1623,99,524,235
2020-11-09,2020,11,Monday,1800,1515,327,368,292
2020-11-10,2020,11,Tuesday,1800,1349,189,270,191
2020-11-11,2020,11,Wednesday,1800,1445,34,193,212
2020-11-12,2020,11,Thursday,1800,1349,146,248,177
2020-11-13,2020,11,Friday,1800,1606,29,301,184
2020-11-14,2020,11,Saturday,1800,1663,333,210,129
2020-11-15,2020,11,Sunday,1800,1136,83,563,148
2020-11-16,2020,11,Monday,1800,1758,368,215,108
2020-11-17,2020,11,Tuesday,1800,1242,280,242,244
2020-11-18,2020,11,Wednesday,1800,1542,423,300,168
2020-11-19,2020,11,Thursday,1800,1039,343,279,157
2020-11-20,2020,11,Friday,1800,1228,269,403,284
2020-11-21,2020,11,Saturday,1800,1547,153,575,161
2020-11-22,2020,11,Sunday,1800,1222,101,290,151
2020-11-23,2020,11,Monday,1800,1005,214,483,288
2020-11-24,2020,11,Tuesday,1800,1321,149,279,139
2020-11-25,2020,11,Wednesday,1800,1467,431,412,265
2020-11-26,2020,11,Thursday,1800,1731,82,407,270
2020-11-27,2020,11,Friday,1800,1074,109,317,162
2020-11-28,2020,11,Saturday,1800,1003,434,368,246
2020-11-29,2020,11,Sunday,1800,1645,386,537,149
2020-11-30,2020,11,Monday,1800,1117,425,100,260
2020-12-01,2020,12,Tuesday,1800,1605,466,143,240
2020-12-02,2020,12,Wednesday,1800,1503,557,326,177
2020-12-03,2020,12,Thursday,1800,1573,525,430,196
2020-12-04,2020,12,Friday,1800,1440,578,262,289
2020-12-05,2020,12,Saturday,1800,1193,389,408,142
2020-12-06,2020,12,Sunday,1800,1714,374,442,276
2020-12-07,2020,12,Monday,1800,1391,489,387,135
2020-12-08,2020,12,Tuesday,1800,1025,556,370,221
2020-12-09,2020,12,Wednesday,1800,1434,344,239,207
2020-12-10,2020,12,Thursday,1800,1172,431,336,109
2020-12-11,2020,12,Friday,1800,1299,559,556,194
2020-12-12,2020,12,Saturday,1800,1644,403,296,105
2020-12-13,2020,12,Sunday,1800,1325,412,320,156
2020-12-14,2020,12,Monday,1800,1409,239,289,228
2020-12-15,2020,12,Tuesday,1800,1117,474,367,170
2020-12-16,2020,12,Wednesday,1800,1786,522,420,285
2020-12-17,2020,12,Thursday,1800,1723,281,206,120
2020-12-18,2020,12,Friday,1800,1224,380,444,191
2020-12-19,2020,12,Saturday,1800,1531,519,281,226
2020-12-20,2020,12,Sunday,1800,1112,282,427,179
2020-12-21,2020,12,Monday,1800,1139,502,470,155
2020-12-22,2020,12,Tuesday,1800,1558,461,238,215
2020-12-23,2020,12,Wednesday,1800,1000,471,202,247
2020-12-24,2020,12,Thursday,1800,1089,399,270,281
2020-12-25,2020,12,Friday,1800,1653,439,512,124
2020-12-26,2020,12,Saturday,1800,1319,379,493,255
2020-12-27,2020,12,Sunday,1800,1549,370,425,104
2020-12-28,2020,12,Monday,1800,1138,494,312,219
2020-12-29,2020,12,Tuesday,1800,1510,376,440,120
2020-12-30,2020,12,Wednesday,1800,1258,568,155,117
2020-12-31,2020,12,Thursday,1800,1672,595,489,274
2021-01-01,2021,1,Friday,1800,1689,436,495,297
2021-01-02,2021,1,Saturday,1800,1009,337,262,156
2021-01-03,2021,1,Sunday,1800,1260,526,381,192
2021-01-04,2021,1,Monday,1800,1649,565,409,118
2021-01-05,2021,1,Tuesday,1800,1171,510,299,227
2021-01-06,2021,1,Wednesday,1800,1012,328,332,196
2021-01-07,2021,1,Thursday,1800,1167,248,326,292
2021-01-08,2021,1,Friday,1800,1641,363,522,230
2021-01-09,2021,1,Saturday,1800,1595,476,386,269
2021-01-10,2021,1,Sunday,1800,1320,492,525,120
2021-01-11,2021,1,Monday,1800,1318,315,404,139
2021-01-12,2021,1,Tuesday,1800,1612,223,248,166
2021-01-13,2021,1,Wednesday,1800,1328,510,214,252
2021-01-14,2021,1,Thursday,1800,1784,224,162,226
2021-01-15,2021,1,Friday,1800,1776,590,338,154
2021-01-16,2021,1,Saturday,1800,1549,326,537,279
2021-01-17,2021,1,Sunday,1800,1418,433,563,271
2021-01-18,2021,1,Monday,1800,1605,408,255,208
2021-01-19,2021,1,Tuesday,1800,1094,292,372,197
2021-01-20,2021,1,Wednesday,1800,1580,293,105,283
2021-01-21,2021,1,Thursday,1800,1317,526,246,282
2021-01-22,2021,1,Friday,1800,1235,424,341,211
2021-01-23,2021,1,Saturday,1800,1333,577,258,297
2021-01-24,2021,1,Sunday,1800,1375,479,236,214
2021-01-25,2021,1,Monday,1800,1458,210,218,216
2021-01-26,2021,1,Tuesday,1800,1136,528,392,186
2021-01-27,2021,1,Wednesday,1800,1587,211,470,180
2021-01-28,2021,1,Thursday,1800,1546,234,343,165
2021-01-29,2021,1,Friday,1800,1512,427,245,118
2021-01-30,2021,1,Saturday,1800,1295,419,401,234
2021-01-31,2021,1,Sunday,1800,1319,340,457,217
2021-02-01,2021,2,Monday,1800,1571,222,276,290
2021-02-02,2021,2,Tuesday,1800,1348,282,398,141
2021-02-03,2021,2,Wednesday,1800,1778,428,263,141
2021-02-04,2021,2,Thursday,1800,1228,543,157,158
2021-02-05,2021,2,Friday,1800,1269,279,517,119
2021-02-06,2021,2,Saturday,1800,1797,552,501,172
2021-02-07,2021,2,Sunday,1800,1290,595,223,116
2021-02-08,2021,2,Monday,1800,1724,489,387,126
2021-02-09,2021,2,Tuesday,1800,1164,530,204,274
2021-02-10,2021,2,Wednesday,1800,1004,358,327,101
2021-02-11,2021,2,Thursday,1800,1378,327,346,162
2021-02-12,2021,2,Friday,1800,1077,389,392,161
2021-02-13,2021,2,Saturday,1800,1409,596,329,199
2021-02-14,2021,2,Sunday,1800,1573,230,380,118
2021-02-15,2021,2,Monday,1800,1131,585,351,116
2021-02-16,2021,2,Tuesday,1800,1600,558,454,168
2021-02-17,2021,2,Wednesday,1800,1748,214,337,266
2021-02-18,2021,2,Thursday,1800,1041,512,459,216
2021-02-19,2021,2,Friday,1800,1088,274,399,298
2021-02-20,2021,2,Saturday,1800,1401,233,501,180
2021-02-21,2021,2,Sunday,1800,1295,558,547,138
2021-02-22,2021,2,Monday,1800,1294,395,309,135
2021-02-23,2021,2,Tuesday,1800,1615,530,403,267
2021-02-24,2021,2,Wednesday,1800,1525,228,395,272
2021-02-25,2021,2,Thursday,1800,1799,393,196,231
2021-02-26,2021,2,Friday,1800,1690,215,423,252
2021-02-27,2021,2,Saturday,1800,1636,276,541,296
2021-02-28,2021,2,Sunday,1800,1421,492,630,257
2021-03-01,2021,3,Monday,1800,1022,280,236,295
2021-03-02,2021,3,Tuesday,1800,1574,323,466,128
2021-03-03,2021,3,Wednesday,1800,1142,218,499,295
2021-03-04,2021,3,Thursday,1800,1664,301,283,150
2021-03-05,2021,3,Friday,1800,1144,591,285,251
2021-03-06,2021,3,Saturday,1800,1224,276,458,113
2021-03-07,2021,3,Sunday,1800,1502,428,550,168
2021-03-08,2021,3,Monday,1800,1615,496,241,245
2021-03-09,2021,3,Tuesday,1800,1103,402,336,269
2021-03-10,2021,3,Wednesday,1800,1038,260,124,156
2021-03-11,2021,3,Thursday,1800,1197,225,389,111
2021-03-12,2021,3,Friday,1800,1645,270,269,116
2021-03-13,2021,3,Saturday,1800,1578,302,408,129
2021-03-14,2021,3,Sunday,1800,1390,525,355,187
2021-03-15,2021,3,Monday,1800,1178,562,172,198
2021-03-16,2021,3,Tuesday,1800,1553,356,381,122
2021-03-17,2021,3,Wednesday,1800,1447,562,459,228
2021-03-18,2021,3,Thursday,1800,1499,558,109,178
2021-03-19,2021,3,Friday,1800,1014,393,436,131
2021-03-20,2021,3,Saturday,1800,1622,474,487,108
2021-03-21,2021,3,Sunday,1800,1668,523,341,114
2021-03-22,2021,3,Monday,1800,1288,385,104,255
2021-03-23,2021,3,Tuesday,1800,1477,525,294,251
2021-03-24,2021,3,Wednesday,1800,1230,312,382,287
2021-03-25,2021,3,Thursday,1800,1419,512,212,262
2021-03-26,2021,3,Friday,1800,1156,364,517,126
2021-03-27,2021,3,Saturday,1800,1549,260,366,208
2021-03-28,2021,3,Sunday,1800,1440,291,314,175
2021-03-29,2021,3,Monday,1800,1096,485,280,247
2021-03-30,2021,3,Tuesday,1800,1410,352,143,164
2021-03-31,2021,3,Wednesday,1800,1288,424,381,276
2021-04-01,2021,4,Thursday,1800,1253,491,274,208
2021-04-02,2021,4,Friday,1800,1195,193,396,228
2021-04-03,2021,4,Saturday,1800,1597,471,580,109
2021-04-04,2021,4,Sunday,1800,1521,161,575,146
2021-04-05,2021,4,Monday,1800,1516,346,239,222
2021-04-06,2021,4,Tuesday,1800,1634,438,231,158
2021-04-07,2021,4,Wednesday,1800,1117,360,186,195
2021-04-08,2021,4,Thursday,1800,1158,256,275,289
2021-04-09,2021,4,Friday,1800,1227,71,431,202
2021-04-10,2021,4,Saturday,1800,1215,86,565,223
2021-04-11,2021,4,Sunday,1800,1695,421,350,185
2021-04-12,2021,4,Monday,1800,1014,261,345,245
2021-04-13,2021,4,Tuesday,1800,1156,213,188,211
2021-04-14,2021,4,Wednesday,1800,1647,152,165,273
2021-04-15,2021,4,Thursday,1800,1260,209,257,259
2021-04-16,2021,4,Friday,1800,1156,400,587,126
2021-04-17,2021,4,Saturday,1800,1046,60,528,117
2021-04-18,2021,4,Sunday,1800,1323,267,393,266
2021-04-19,2021,4,Monday,1800,1684,261,439,276
2021-04-20,2021,4,Tuesday,1800,1129,217,215,181
2021-04-21,2021,4,Wednesday,1800,1410,282,313,271
2021-04-22,2021,4,Thursday,1800,1094,135,471,171
2021-04-23,2021,4,Friday,1800,1626,466,492,153
2021-04-24,2021,4,Saturday,1800,1754,379,487,261
2021-04-25,2021,4,Sunday,1800,1291,361,334,170
2021-04-26,2021,4,Monday,1800,1793,448,349,263
2021-04-27,2021,4,Tuesday,1800,1282,440,465,245
2021-04-28,2021,4,Wednesday,1800,1068,92,401,137
2021-04-29,2021,4,Thursday,1800,1659,108,124,286
2021-04-30,2021,4,Friday,1800,1010,240,502,236
2021-05-01,2021,5,Saturday,1800,1253,354,533,299
2021-05-02,2021,5,Sunday,1800,1549,423,585,278
2021-05-03,2021,5,Monday,1800,1133,141,488,134
2021-05-04,2021,5,Tuesday,1800,1711,290,169,181
2021-05-05,2021,5,Wednesday,1800,1022,431,212,232
2021-05-06,2021,5,Thursday,1800,1345,236,462,241
2021-05-07,2021,5,Friday,1800,1301,339,325,257
2021-05-08,2021,5,Saturday,1800,1362,311,593,103
2021-05-09,2021,5,Sunday,1800,1395,176,463,266
2021-05-10,2021,5,Monday,1800,1217,140,190,291
2021-05-11,2021,5,Tuesday,1800,1140,188,117,252
2021-05-12,2021,5,Wednesday,1800,1615,485,248,255
2021-05-13,2021,5,Thursday,1800,1209,48,326,293
2021-05-14,2021,5,Friday,1800,1622,301,366,249
2021-05-15,2021,5,Saturday,1800,1615,368,585,258
2021-05-16,2021,5,Sunday,1800,1682,189,394,122
2021-05-17,2021,5,Monday,1800,1459,135,291,147
2021-05-18,2021,5,Tuesday,1800,1355,42,139,247
2021-05-19,2021,5,Wednesday,1800,1323,403,341,224
2021-05-20,2021,5,Thursday,1800,1132,379,237,265
2021-05-21,2021,5,Friday,1800,1126,352,534,154
2021-05-22,2021,5,Saturday,1800,1105,89,335,167
2021-05-23,2021,5,Sunday,1800,1603,294,435,187
2021-05-24,2021,5,Monday,1800,1798,340,302,100
2021-05-25,2021,5,Tuesday,1800,1377,244,160,234
2021-05-26,2021,5,Wednesday,1800,1050,432,291,284
2021-05-27,2021,5,Thursday,1800,1028,191,104,194
2021-05-28,2021,5,Friday,1800,1461,317,614,239
2021-05-29,2021,5,Saturday,1800,1295,105,454,205
2021-05-30,2021,5,Sunday,1800,1296,362,398,232
2021-05-31,2021,5,Monday,1800,1725,309,410,207
2021-06-01,2021,6,Tuesday,1800,1778,63,136,277
2021-06-02,2021,6,Wednesday,1800,1406,51,155,141
2021-06-03,2021,6,Thursday,1800,1768,37,336,201
2021-06-04,2021,6,Friday,1800,1612,99,587,223
2021-06-05,2021,6,Saturday,1800,1404,192,527,239
2021-06-06,2021,6,Sunday,1800,1345,145,418,202
2021-06-07,2021,6,Monday,1800,1621,190,172,245
2021-06-08,2021,6,Tuesday,1800,1419,50,158,293
2021-06-09,2021,6,Wednesday,1800,1181,136,339,173
2021-06-10,2021,6,Thursday,1800,1000,140,101,207
2021-06-11,2021,6,Friday,1800,1566,167,514,221
2021-06-12,2021,6,Saturday,1800,1370,54,425,116
2021-06-13,2021,6,Sunday,1800,1660,108,474,295
2021-06-14,2021,6,Monday,1800,1430,170,129,170
2021-06-15,2021,6,Tuesday,1800,1308,43,366,161
2021-06-16,2021,6,Wednesday,1800,1136,109,207,140
2021-06-17,2021,6,Thursday,1800,1201,195,431,218
2021-06-18,2021,6,Friday,1800,1435,160,318,261
2021-06-19,2021,6,Saturday,1800,1312,151,438,297
2021-06-20,2021,6,Sunday,1800,1116,163,593,144
2021-06-21,2021,6,Monday,1800,1665,127,480,157
2021-06-22,2021,6,Tuesday,1800,1574,104,319,278
2021-06-23,2021,6,Wednesday,1800,1243,9,477,225
2021-06-24,2021,6,Thursday,1800,1536,99,193,261
2021-06-25,2021,6,Friday,1800,1601,147,261,143
2021-06-26,2021,6,Saturday,1800,1074,108,387,114
2021-06-27,2021,6,Sunday,1800,1385,107,371,177
2021-06-28,2021,6,Monday,1800,1209,139,283,169
2021-06-29,2021,6,Tuesday,1800,1474,189,261,277
2021-06-30,2021,6,Wednesday,1800,1417,145,346,200
2021-07-01,2021,7,Thursday,1800,1346,93,130,259
2021-07-02,2021,7,Friday,1800,1528,62,279,294
2021-07-03,2021,7,Saturday,1800,1639,83,570,102
2021-07-04,2021,7,Sunday,1800,1762,24,301,185
2021-07-05,2021,7,Monday,1800,1178,11,484,173
2021-07-06,2021,7,Tuesday,1800,1181,148,377,150
2021-07-07,2021,7,Wednesday,1800,1663,24,139,166
2021-07-08,2021,7,Thursday,1800,1024,10,200,175
2021-07-09,2021,7,Friday,1800,1179,63,291,192
2021-07-10,2021,7,Saturday,1800,1709,125,580,275
2021-07-11,2021,7,Sunday,1800,1500,49,541,244
2021-07-12,2021,7,Monday,1800,1160,189,348,106
2021-07-13,2021,7,Tuesday,1800,1176,88,290,112
2021-07-14,2021,7,Wednesday,1800,1284,98,281,219
2021-07-15,2021,7,Thursday,1800,1062,115,434,165
2021-07-16,2021,7,Friday,1800,1661,95,400,103
2021-07-17,2021,7,Saturday,1800,1665,176,252,237
2021-07-18,2021,7,Sunday,1800,1155,13,350,187
2021-07-19,2021,7,Monday,1800,1468,0,198,116
2021-07-20,2021,7,Tuesday,1800,1048,24,307,151
2021-07-21,2021,7,Wednesday,1800,1083,186,107,233
2021-07-22,2021,7,Thursday,1800,1360,71,289,168
2021-07-23,2021,7,Friday,1800,1688,68,349,236
2021-07-24,2021,7,Saturday,1800,1147,132,431,120
2021-07-25,2021,7,Sunday,1800,1629,104,196,123
2021-07-26,2021,7,Monday,1800,1341,146,189,103
2021-07-27,2021,7,Tuesday,1800,1475,22,240,251
2021-07-28,2021,7,Wednesday,1800,1062,8,244,286
2021-07-29,2021,7,Thursday,1800,1700,117,265,102
2021-07-30,2021,7,Friday,1800,1359,93,582,167
2021-07-31,2021,7,Saturday,1800,1560,177,255,200
2021-08-01,2021,8,Sunday,1800,1326,143,415,267
2021-08-02,2021,8,Monday,1800,1768,32,262,275
2021-08-03,2021,8,Tuesday,1800,1735,129,465,153
2021-08-04,2021,8,Wednesday,1800,1140,13,113,134
2021-08-05,2021,8,Thursday,1800,1214,0,338,155
2021-08-06,2021,8,Friday,1800,1434,89,297,207
2021-08-07,2021,8,Saturday,1800,1722,185,292,139
2021-08-08,2021,8,Sunday,1800,1317,88,545,167
2021-08-09,2021,8,Monday,1800,1031,143,382,145
2021-08-10,2021,8,Tuesday,1800,1669,89,368,177
2021-08-11,2021,8,Wednesday,1800,1284,174,340,240
2021-08-12,2021,8,Thursday,1800,1304,171,344,254
2021-08-13,2021,8,Friday,1800,1428,13,314,105
2021-08-14,2021,8,Saturday,1800,1476,151,275,116
2021-08-15,2021,8,Sunday,1800,1285,110,225,263
2021-08-16,2021,8,Monday,1800,1143,182,296,198
2021-08-17,2021,8,Tuesday,1800,1423,142,157,180
2021-08-18,2021,8,Wednesday,1800,1018,82,404,101
2021-08-19,2021,8,Thursday,1800,1017,71,316,176
2021-08-20,2021,8,Friday,1800,1768,161,274,279
2021-08-21,2021,8,Saturday,1800,1589,129,486,165
2021-08-22,2021,8,Sunday,1800,1370,26,168,151
2021-08-23,2021,8,Monday,1800,1174,73,119,191
2021-08-24,2021,8,Tuesday,1800,1193,98,489,270
2021-08-25,2021,8,Wednesday,1800,1501,71,297,121
2021-08-26,2021,8,Thursday,1800,1112,22,158,210
2021-08-27,2021,8,Friday,1800,1113,67,457,206
2021-08-28,2021,8,Saturday,1800,1221,141,387,282
2021-08-29,2021,8,Sunday,1800,1677,190,566,166
2021-08-30,2021,8,Monday,1800,1643,116,372,287
2021-08-31,2021,8,Tuesday,1800,1263,105,348,285
2021-09-01,2021,9,Wednesday,1800,1054,92,113,239
2021-09-02,2021,9,Thursday,1800,1642,64,112,168
2021-09-03,2021,9,Friday,1800,1799,67,621,183
2021-09-04,2021,9,Saturday,1800,1777,127,607,202
2021-09-05,2021,9,Sunday,1800,1457,62,235,138
2021-09-06,2021,9,Monday,1800,1161,112,474,112
2021-09-07,2021,9,Tuesday,1800,1379,89,498,140
2021-09-08,2021,9,Wednesday,1800,1086,80,118,156
2021-09-09,2021,9,Thursday,1800,1054,102,162,280
2021-09-10,2021,9,Friday,1800,1475,191,447,111
2021-09-11,2021,9,Saturday,1800,1799,159,525,112
2021-09-12,2021,9,Sunday,1800,1177,115,313,219
2021-09-13,2021,9,Monday,1800,1390,12,262,196
2021-09-14,2021,9,Tuesday,1800,1348,193,221,156
2021-09-15,2021,9,Wednesday,1800,1007,123,143,139
2021-09-16,2021,9,Thursday,1800,1312,146,459,217
2021-09-17,2021,9,Friday,1800,1758,151,494,179
2021-09-18,2021,9,Saturday,1800,1442,87,603,227
2021-09-19,2021,9,Sunday,1800,1766,10,385,272
2021-09-20,2021,9,Monday,1800,1327,186,426,134
2021-09-21,2021,9,Tuesday,1800,1053,14,462,102
2021-09-22,2021,9,Wednesday,1800,1760,9,149,219
2021-09-23,2021,9,Thursday,1800,1238,40,164,104
2021-09-24,2021,9,Friday,1800,1228,154,598,110
2021-09-25,2021,9,Saturday,1800,1578,187,455,225
2021-09-26,2021,9,Sunday,1800,1050,72,315,170
2021-09-27,2021,9,Monday,1800,1608,51,240,216
2021-09-28,2021,9,Tuesday,1800,1603,127,413,283
2021-09-29,2021,9,Wednesday,1800,1263,27,227,237
2021-09-30,2021,9,Thursday,1800,1417,64,497,205
2021-10-01,2021,10,Friday,1800,1095,212,552,215
2021-10-02,2021,10,Saturday,1800,1087,61,430,261
2021-10-03,2021,10,Sunday,1800,1077,48,487,166
2021-10-04,2021,10,Monday,1800,1287,126,395,299
2021-10-05,2021,10,Tuesday,1800,1119,222,286,130
2021-10-06,2021,10,Wednesday,1800,1490,408,307,174
2021-10-07,2021,10,Thursday,1800,1451,278,319,170
2021-10-08,2021,10,Friday,1800,1499,407,645,165
2021-10-09,2021,10,Saturday,1800,1164,293,379,169
2021-10-10,2021,10,Sunday,1800,1181,283,626,140
2021-10-11,2021,10,Monday,1800,1468,276,445,290
2021-10-12,2021,10,Tuesday,1800,1734,437,383,259
2021-10-13,2021,10,Wednesday,1800,1006,106,451,119
2021-10-14,2021,10,Thursday,1800,1329,145,336,284
2021-10-15,2021,10,Friday,1800,1774,419,422,277
2021-10-16,2021,10,Saturday,1800,1672,98,471,252
2021-10-17,2021,10,Sunday,1800,1150,428,504,239
2021-10-18,2021,10,Monday,1800,1084,374,345,298
2021-10-19,2021,10,Tuesday,1800,1146,72,235,138
2021-10-20,2021,10,Wednesday,1800,1623,436,379,244
2021-10-21,2021,10,Thursday,1800,1380,485,370,144
2021-10-22,2021,10,Friday,1800,1547,121,403,238
2021-10-23,2021,10,Saturday,1800,1284,29,384,169
2021-10-24,2021,10,Sunday,1800,1699,187,382,224
2021-10-25,2021,10,Monday,1800,1081,363,144,250
2021-10-26,2021,10,Tuesday,1800,1513,353,363,190
2021-10-27,2021,10,Wednesday,1800,1708,287,170,169
2021-10-28,2021,10,Thursday,1800,1522,450,463,265
2021-10-29,2021,10,Friday,1800,1745,194,524,229
2021-10-30,2021,10,Saturday,1800,1385,155,329,183
2021-10-31,2021,10,Sunday,1800,1706,171,364,188
2021-11-01,2021,11,Monday,1800,1470,334,412,178
2021-11-02,2021,11,Tuesday,1800,1118,40,385,212
2021-11-03,2021,11,Wednesday,1800,1395,62,329,192
2021-11-04,2021,11,Thursday,1800,1531,22,245,171
2021-11-05,2021,11,Friday,1800,1260,359,605,264
2021-11-06,2021,11,Saturday,1800,1255,74,359,148
2021-11-07,2021,11,Sunday,1800,1733,47,589,151
2021-11-08,2021,11,Monday,1800,1225,159,320,132
2021-11-09,2021,11,Tuesday,1800,1052,312,159,121
2021-11-10,2021,11,Wednesday,1800,1499,117,197,213
2021-11-11,2021,11,Thursday,1800,1505,99,270,232
2021-11-12,2021,11,Friday,1800,1363,379,613,117
2021-11-13,2021,11,Saturday,1800,1279,416,368,265
2021-11-14,2021,11,Sunday,1800,1592,407,353,217
2021-11-15,2021,11,Monday,1800,1713,166,449,216
2021-11-16,2021,11,Tuesday,1800,1157,289,489,136
2021-11-17,2021,11,Wednesday,1800,1631,439,221,163
2021-11-18,2021,11,Thursday,1800,1058,155,207,237
2021-11-19,2021,11,Friday,1800,1726,420,156,178
2021-11-20,2021,11,Saturday,1800,1127,6,335,269
2021-11-21,2021,11,Sunday,1800,1735,195,237,222
2021-11-22,2021,11,Monday,1800,1720,420,387,275
2021-11-23,2021,11,Tuesday,1800,1114,55,205,143
2021-11-24,2021,11,Wednesday,1800,1208,320,245,181
2021-11-25,2021,11,Thursday,1800,1525,192,370,186
2021-11-26,2021,11,Friday,1800,1520,46,621,115
2021-11-27,2021,11,Saturday,1800,1551,147,339,153
2021-11-28,2021,11,Sunday,1800,1236,274,386,201
2021-11-29,2021,11,Monday,1800,1280,156,301,262
2021-11-30,2021,11,Tuesday,1800,1358,201,311,197
2021-12-01,2021,12,Wednesday,1800,1200,326,105,255
2021-12-02,2021,12,Thursday,1800,1757,392,211,101
2021-12-03,2021,12,Friday,1800,1277,314,577,193
2021-12-04,2021,12,Saturday,1800,1234,461,604,240
2021-12-05,2021,12,Sunday,1800,1493,217,549,268
2021-12-06,2021,12,Monday,1800,1003,209,205,158
2021-12-07,2021,12,Tuesday,1800,1665,291,238,168
2021-12-08,2021,12,Wednesday,1800,1441,338,398,218
2021-12-09,2021,12,Thursday,1800,1028,532,195,191
